FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,Avg household size,Population,Popdens
754,450377,18113,1064071373,17074606,Noble County,Indiana,2.58,47451,44.59381316
755,450378,18115,223126823,3352207,Ohio County,Indiana,2.32,5887,26.38409816
756,451681,18117,1031794491,25417740,Orange County,Indiana,2.44,19547,18.94466405
757,450379,18119,997911603,6566400,Owen County,Indiana,2.38,20878,20.9216928
758,450380,18121,1151800955,13676517,Parke County,Indiana,2.53,16996,14.7560218
759,451682,18123,988699435,11786862,Perry County,Indiana,2.34,19141,19.35977641
760,450381,18125,865825919,17604088,Pike County,Indiana,2.37,12411,14.33429022
761,450382,18127,1082793402,268672610,Porter County,Indiana,2.56,168041,155.1921167
762,450383,18129,1060267353,25779827,Posey County,Indiana,2.49,25589,24.13447884
763,446852,18131,1123188311,2249314,Pulaski County,Indiana,2.41,12660,11.27148482
764,450384,18133,1244585892,5585892,Putnam County,Indiana,2.4,37559,30.17790917
765,446853,18135,1171656709,2420288,Randolph County,Indiana,2.36,25076,21.40217336
766,450385,18137,1156236795,4237459,Ripley County,Indiana,2.5,28425,24.58406455
767,446854,18139,1057035406,872270,Rush County,Indiana,2.45,16704,15.80268731
768,452855,18141,1185918569,9064521,St. Joseph County,Indiana,2.54,269240,227.030765
769,450386,18143,493126045,6088999,Scott County,Indiana,2.59,23743,48.14793346
770,450387,18145,1064827021,4207151,Shelby County,Indiana,2.46,44399,41.6959742
771,450388,18147,1027623721,12065857,Spencer County,Indiana,2.5,20526,19.97423724
772,450389,18149,800679814,7929139,Starke County,Indiana,2.62,22941,28.65190254
773,450390,18151,799729302,35454787,Steuben County,Indiana,2.34,34474,43.10708625
774,450391,18153,1158170862,17983785,Sullivan County,Indiana,2.42,20792,17.95244612
775,450392,18155,571509744,7193743,Switzerland County,Indiana,2.45,10628,18.59635835
776,450393,18157,1292163442,11230864,Tippecanoe County,Indiana,2.5,189294,146.493852
777,450394,18159,674797599,68028,Tipton County,Indiana,2.38,15218,22.55194746
778,450395,18161,417480643,10326438,Union County,Indiana,2.49,7153,17.13372852
779,450396,18163,605205940,7676802,Vanderburgh County,Indiana,2.32,181313,299.58893
780,450397,18165,665275343,7895064,Vermillion County,Indiana,2.32,15560,23.38881211
781,450398,18167,1045190745,17870822,Vigo County,Indiana,2.36,107693,103.036695
782,450399,18169,1068458874,21863329,Wabash County,Indiana,2.31,31631,29.60432149
783,450400,18171,944543945,4442743,Warren County,Indiana,2.41,8247,8.731197785
784,450335,18173,996664710,16155579,Warrick County,Indiana,2.52,61928,62.13523904
785,451665,18175,1330453152,7531287,Washington County,Indiana,2.57,27827,20.91543017
786,450336,18177,1040513140,6728106,Wayne County,Indiana,2.4,66613,64.01937413
787,450337,18179,953341278,5596377,Wells County,Indiana,2.52,27947,29.31479067
788,450338,18181,1308272993,9200075,White County,Indiana,2.45,24217,18.51066263
789,450369,18183,869152581,6041913,Whitley County,Indiana,2.45,33649,38.71472137
790,465190,19001,1474404193,2597996,Adair County,Iowa,2.22,7124,4.831782244
791,465191,19003,1096686268,5367875,Adams County,Iowa,2.19,3726,3.397507664
792,465192,19005,1655115645,51094070,Allamakee County,Iowa,2.27,13880,8.386120959
793,465193,19007,1287978861,49088024,Appanoose County,Iowa,2.28,12510,9.71289233
794,465194,19009,1147264555,1152260,Audubon County,Iowa,2.06,5637,4.913426442
795,465195,19011,1854696281,5857893,Benton County,Iowa,2.47,25626,13.81681748
796,465196,19013,1465596400,17635538,Black Hawk County,Iowa,2.41,133009,90.75418035
797,465197,19015,1480329003,5358730,Boone County,Iowa,2.35,26399,17.83319785
798,465198,19017,1127885577,10166467,Bremer County,Iowa,2.43,24782,21.97208698
799,465199,19019,1479085972,5223780,Buchanan County,Iowa,2.59,21125,14.28246931
800,465200,19021,1488981857,13798139,Buena Vista County,Iowa,2.55,20260,13.60661307
801,465201,19023,1502553961,4191852,Butler County,Iowa,2.32,14735,9.806636156
802,465202,19025,1475894613,5873827,Calhoun County,Iowa,2.14,9780,6.626489394
803,465203,19027,1474835098,2145349,Carroll County,Iowa,2.3,20344,13.79408452
804,465204,19029,1461422455,1787165,Cass County,Iowa,2.16,13191,9.026137483
805,465205,19031,1500798762,6385832,Cedar County,Iowa,2.4,18445,12.29012208
806,465206,19033,1471890326,17659667,Cerro Gordo County,Iowa,2.17,42984,29.2032628
807,465207,19035,1494181171,423160,Cherokee County,Iowa,2.06,11468,7.675106756
808,465208,19037,1306221492,3426577,Chickasaw County,Iowa,2.29,12099,9.262594494
809,465209,19039,1116716166,1524746,Clarke County,Iowa,2.36,9282,8.311870359
810,465625,19041,1469139461,13866648,Clay County,Iowa,2.18,16313,11.10377907
811,465210,19043,2016295993,36695615,Clayton County,Iowa,2.27,17672,8.764586182
812,465211,19045,1799818638,39526958,Clinton County,Iowa,2.35,47218,26.23486556
813,465212,19047,1849742896,2194271,Crawford County,Iowa,2.56,17132,9.261827704
814,465213,19049,1523741156,8511951,Dallas County,Iowa,2.54,84002,55.12878593
815,465214,19051,1300661911,6904085,Davis County,Iowa,2.73,8885,6.831137227
816,465215,19053,1377567269,4140764,Decatur County,Iowa,2.26,8044,5.839279272
817,465216,19055,1496189231,3189565,Delaware County,Iowa,2.45,17258,11.53463723
818,465217,19057,1077770365,35342781,Des Moines County,Iowa,2.31,39600,36.74252075
819,465218,19059,985542266,60712925,Dickinson County,Iowa,2.08,17056,17.30620856
820,465219,19061,1575487979,21138781,Dubuque County,Iowa,2.42,96802,61.44255068
821,465220,19063,1025328489,17196405,Emmet County,Iowa,2.1,9551,9.315063516
822,465221,19065,1892840952,1320706,Fayette County,Iowa,2.31,19929,10.52861836
823,465222,19067,1296631084,1942547,Floyd County,Iowa,2.3,15858,12.23015567
824,465223,19069,1507301086,1428932,Franklin County,Iowa,2.4,10245,6.796916751
825,465224,19071,1323915765,14171394,Fremont County,Iowa,2.28,6968,5.263174731
826,465225,19073,1475303196,4255702,Greene County,Iowa,2.28,9003,6.10247441
827,465226,19075,1299797785,94406,Grundy County,Iowa,2.37,12341,9.494553801
828,465227,19077,1529698829,6355534,Guthrie County,Iowa,2.39,10674,6.977844134
829,465228,19079,1493784370,1965341,Hamilton County,Iowa,2.36,15110,10.11524843
830,465229,19081,1478895049,5265568,Hancock County,Iowa,2.24,10888,7.362253331
831,465230,19083,1474505075,1776735,Hardin County,Iowa,2.27,17127,11.61542289
832,465231,19085,1804814772,12411273,Harrison County,Iowa,2.28,14143,7.836261216
833,465232,19087,1124799690,5773350,Henry County,Iowa,2.39,19926,17.71515424
834,465233,19089,1225702839,931478,Howard County,Iowa,2.33,9264,7.558112542
835,465234,19091,1125014760,3376515,Humboldt County,Iowa,2.24,9566,8.502999552
836,465235,19093,1117599829,1406462,Ida County,Iowa,2.26,6916,6.188261505
837,465236,19095,1518911693,2686847,Iowa County,Iowa,2.34,16207,10.67013973
838,465237,19097,1647322013,35151955,Jackson County,Iowa,2.32,19395,11.77365436
839,465238,19099,1891760879,6578379,Jasper County,Iowa,2.41,36891,19.500879
840,465239,19101,1127999804,3524817,Jefferson County,Iowa,2.46,18077,16.025712
841,465240,19103,1587640020,26086669,Johnson County,Iowa,2.39,147001,92.59088846
842,465241,19105,1490857912,3768648,Jones County,Iowa,2.35,20568,13.79608334
843,465242,19107,1500056540,1944346,Keokuk County,Iowa,2.29,10200,6.799743695
844,465243,19109,2519361794,4125592,Kossuth County,Iowa,2.22,15075,5.983658257
845,465244,19111,1340448548,55266733,Lee County,Iowa,2.36,34541,25.76824008
846,465245,19113,1857252376,19631855,Linn County,Iowa,2.42,222121,119.5965626
847,465246,19115,1040584000,40784330,Louisa County,Iowa,2.55,11223,10.7852898
848,465247,19117,1115257644,9852833,Lucas County,Iowa,2.32,8597,7.708532684
849,465248,19119,1522007137,334399,Lyon County,Iowa,2.55,11769,7.732552439
850,465249,19121,1452999207,2983840,Madison County,Iowa,2.49,15890,10.93600046
851,465250,19123,1478527855,6564805,Mahaska County,Iowa,2.44,22208,15.02034603
852,465251,19125,1436120673,41487001,Marion County,Iowa,2.36,33207,23.12270871
853,465252,19127,1482776065,1803080,Marshall County,Iowa,2.55,40271,27.15919211
854,465253,19129,1132950332,8306493,Mills County,Iowa,2.58,14957,13.20181439
855,465254,19131,1215049039,1118415,Mitchell County,Iowa,2.37,10631,8.7494411
856,465255,19133,1797637883,12592243,Monona County,Iowa,2.11,8796,4.893087803
857,465256,19135,1123320775,1522790,Monroe County,Iowa,2.32,7863,6.999781518
858,465257,19137,1098405745,2410443,Montgomery County,Iowa,2.17,10155,9.245217486
859,465258,19139,1132977163,30262371,Muscatine County,Iowa,2.56,42950,37.9089724
860,465259,19141,1484154162,447448,O'Brien County,Iowa,2.24,13911,9.373015524
861,465260,19143,1032593813,1835265,Osceola County,Iowa,2.31,6115,5.921980088
862,465261,19145,1385497538,1359120,Page County,Iowa,2.27,15363,11.08843544
863,465262,19147,1460391649,14437623,Palo Alto County,Iowa,2.28,9055,6.200391523
864,465263,19149,2234715206,2176851,Plymouth County,Iowa,2.44,25039,11.20455973
865,465264,19151,1495047140,3666530,Pocahontas County,Iowa,2.1,6898,4.613901338
866,465265,19153,1482025649,50041575,Polk County,Iowa,2.53,474274,320.0174034
867,465266,19155,2461833316,22328604,Pottawattamie County,Iowa,2.47,93503,37.9810442
868,465267,19157,1514945162,2961947,Poweshiek County,Iowa,2.2,18605,12.28097258
869,465268,19159,1386932362,8723128,Ringgold County,Iowa,2.39,4984,3.593542221
870,465269,19161,1489300198,8569439,Sac County,Iowa,2.21,9868,6.625930765
871,465270,19163,1186437868,26222175,Scott County,Iowa,2.52,172288,145.2145154
872,465271,19165,1530110546,1486125,Shelby County,Iowa,2.27,11694,7.642585061
873,465272,19167,1988884987,2798309,Sioux County,Iowa,2.67,34825,17.50981089
874,465273,19169,1483295645,2449263,Story County,Iowa,2.32,96922,65.34233437
875,465274,19171,1867410528,2769418,Tama County,Iowa,2.48,17136,9.176343253
876,465275,19173,1377618879,7133364,Taylor County,Iowa,2.3,6201,4.501244934
877,465276,19175,1097235806,5575853,Union County,Iowa,2.34,12453,11.34942911
878,465277,19177,1255646305,14839918,Van Buren County,Iowa,2.49,7223,5.752416083
879,465278,19179,1118453189,10836292,Wapello County,Iowa,2.39,35315,31.57485744
880,465279,19181,1475873112,9097100,Warren County,Iowa,2.51,49361,33.44528713
881,465280,19183,1473215987,5381583,Washington County,Iowa,2.5,22143,15.03038264
882,465281,19185,1361013817,4274254,Wayne County,Iowa,2.36,6413,4.711928652
883,465282,19187,1853677021,7190529,Webster County,Iowa,2.23,36757,19.82923648
884,465283,19189,1037261948,3182052,Winnebago County,Iowa,2.16,10571,10.19125402
885,465284,19191,1786666639,745729,Winneshiek County,Iowa,2.21,20401,11.41847033
886,465285,19193,2260790985,12793704,Woodbury County,Iowa,2.55,102398,45.29299731
887,465286,19195,1036314923,4709127,Worth County,Iowa,2.33,7489,7.226567749
888,465287,19197,1503269109,4703964,Wright County,Iowa,2.21,12804,8.517437047
889,484970,20001,1295763786,13022381,Allen County,Kansas,2.31,12630,9.747146923
890,484971,20003,1501277564,10586104,Anderson County,Kansas,2.52,7852,5.230212046
891,484972,20005,1116736559,6851102,Atchison County,Kansas,2.49,16363,14.65251573
892,484973,20007,2937233343,5418951,Barber County,Kansas,2.39,4733,1.611380319
893,484974,20009,2318705425,13926862,Barton County,Kansas,2.42,26791,11.5542922
894,484975,20011,1645861890,9377600,Bourbon County,Kansas,2.49,14702,8.932705769
895,484976,20013,1478550074,3196147,Brown County,Kansas,2.44,9664,6.536133047
896,484977,20015,3702816810,43671391,Butler County,Kansas,2.6,66468,17.95065849
897,484978,20017,2002201863,12087995,Chase County,Kansas,2.48,2645,1.321045619
898,484979,20019,1654694134,15243776,Chautauqua County,Kansas,2.28,3367,2.034817149
899,484980,20021,1521791027,8951473,Cherokee County,Kansas,2.5,20331,13.35991581
900,484981,20023,2641501921,2738021,Cheyenne County,Kansas,2.15,2677,1.013438597
901,484982,20025,2524300311,6603384,Clark County,Kansas,2.23,2053,0.813294675
902,484983,20027,1671314213,26701335,Clay County,Kansas,2.35,8142,4.871615365
903,484984,20029,1852726650,6859888,Cloud County,Kansas,2.26,9060,4.890089966
904,484985,20031,1623623922,70470779,Coffey County,Kansas,2.3,8296,5.109557631
905,484986,20033,2041681114,3604155,Comanche County,Kansas,2.3,1780,0.871830565
906,484987,20035,2915648163,17322935,Cowley County,Kansas,2.46,35591,12.20689123
907,484988,20037,1527498199,13574680,Crawford County,Kansas,2.47,39108,25.60264884
908,484989,20039,2314199316,1631670,Decatur County,Kansas,1.89,2881,1.244923019
909,484990,20041,2193894228,12632458,Dickinson County,Kansas,2.39,19004,8.662222525
910,484991,20043,1019105692,12424173,Doniphan County,Kansas,2.33,7736,7.590969279
911,484992,20045,1180402407,48900755,Douglas County,Kansas,2.39,119319,101.0833249
912,484993,20047,1610699246,206413,Edwards County,Kansas,2.17,2925,1.81598148
913,484994,20049,1668636737,16061121,Elk County,Kansas,2.26,2562,1.53538511
914,484995,20051,2330762299,1197085,Ellis County,Kansas,2.39,28878,12.38993784
915,484996,20053,1853331063,19969761,Ellsworth County,Kansas,2.2,6293,3.395507757
916,485326,20055,3372157849,1716371,Finney County,Kansas,2.91,36957,10.95945138
917,484997,20057,2844508248,2097356,Ford County,Kansas,3,34484,12.12300932
918,484998,20059,1480855479,13920171,Franklin County,Kansas,2.5,25563,17.26231922
919,484999,20061,996272270,51602809,Geary County,Kansas,2.66,34895,35.02556585
920,485000,20063,2775601942,245369,Gove County,Kansas,2.13,2619,0.943579106
921,481811,20065,2327173853,599356,Graham County,Kansas,2.06,2545,1.093601149
922,485099,20067,1488745972,871232,Grant County,Kansas,2.91,7616,5.115714933
923,485001,20069,2250356170,1113338,Gray County,Kansas,2.73,6037,2.682686448
924,485002,20071,2016057904,0,Greeley County,Kansas,2.37,1200,0.595220999
925,485003,20073,2961143633,24145021,Greenwood County,Kansas,2.2,6156,2.07892651
926,485327,20075,2580958328,2893322,Hamilton County,Kansas,3.07,2616,1.013577
927,485004,20077,2075290355,3899269,Harper County,Kansas,2.43,5673,2.733593392
928,485005,20079,1397961184,2503283,Harvey County,Kansas,2.48,34555,24.71813981
929,485328,20081,1495770085,910409,Haskell County,Kansas,3.01,4047,2.705629722
930,485006,20083,2227369150,826344,Hodgeman County,Kansas,2.38,1842,0.826984606
931,485007,20085,1699600348,4666513,Jackson County,Kansas,2.44,13318,7.835959798
932,485008,20087,1379360299,62427358,Jefferson County,Kansas,2.45,18888,13.69330407
933,485009,20089,2356813568,11367163,Jewell County,Kansas,2.09,2916,1.237263753
934,485010,20091,1226647559,16351084,Johnson County,Kansas,2.57,585502,477.3188482
935,485011,20093,2254696663,1133601,Kearny County,Kansas,3.07,3932,1.743915297
936,485012,20095,2236100137,8536908,Kingman County,Kansas,2.37,7470,3.340637513
937,485013,20097,1871627782,596764,Kiowa County,Kansas,2.39,2526,1.349627327
938,485014,20099,1671560462,20006432,Labette County,Kansas,2.47,20367,12.18442316
939,485015,20101,1858080226,551220,Lane County,Kansas,2.08,1642,0.883707806
940,485016,20103,1200213590,14343352,Leavenworth County,Kansas,2.74,80042,66.68979644
941,485017,20105,1863226708,2748359,Lincoln County,Kansas,2.4,3097,1.662170248
942,485018,20107,1538662699,31893232,Linn County,Kansas,2.2,9635,6.261931225
943,485019,20109,2779039721,274632,Logan County,Kansas,2.44,2810,1.011140639
944,485020,20111,2194985525,20534528,Lyon County,Kansas,2.35,33299,15.17048729
945,485021,20113,2326543131,6007626,McPherson County,Kansas,2.22,28630,12.30581098
946,485022,20115,2445722726,24432825,Marion County,Kansas,2.35,12032,4.91960919
947,485023,20117,2331441887,12734901,Marshall County,Kansas,2.34,9798,4.202549527
948,485024,20119,2533222396,3258258,Meade County,Kansas,2.47,4261,1.682047343
949,485025,20121,1491519075,37235270,Miami County,Kansas,2.55,33127,22.21024227
950,485026,20123,1817632933,44979980,Mitchell County,Kansas,2.28,6222,3.423133399
951,485027,20125,1666900068,20430024,Montgomery County,Kansas,2.37,32970,19.7792301
952,485028,20127,1800929257,19545268,Morris County,Kansas,2.44,5566,3.090626674
953,485135,20129,1889994372,507796,Morton County,Kansas,2.47,2838,1.501591773
954,485029,20131,1858127941,5205446,Nemaha County,Kansas,2.43,10104,5.43773105
955,485030,20133,1480111173,16369480,Neosho County,Kansas,2.35,16125,10.89445191
956,485031,20135,2783562240,667491,Ness County,Kansas,2.21,2955,1.06158934
957,485032,20137,2274122715,8421464,Norton County,Kansas,2.41,5486,2.412358825
958,485033,20139,1827253354,37137002,Osage County,Kansas,2.39,15882,8.691733943
959,485034,20141,2311604933,4806274,Osborne County,Kansas,2.07,3603,1.558657342
960,485035,20143,1866683176,1567629,Ottawa County,Kansas,2.4,5902,3.161757751
961,485036,20145,1953531648,992041,Pawnee County,Kansas,2.25,6709,3.434292967
962,485037,20147,2294395639,22493383,Phillips County,Kansas,2.25,5408,2.357047716
963,485038,20149,2177623918,54032546,Pottawatomie County,Kansas,2.67,23545,10.81224348
964,485039,20151,1903740948,1771939,Pratt County,Kansas,2.49,9582,5.033247832
965,485040,20153,2769775713,415527,Rawlins County,Kansas,2.12,2509,0.90584952
966,485041,20155,3251786677,42963060,Reno County,Kansas,2.41,63101,19.40502446
967,485042,20157,1857998461,7951912,Republic County,Kansas,2.04,4686,2.522068827
968,485043,20159,1880935845,4482698,Rice County,Kansas,2.36,9762,5.189969677
969,485044,20161,1579168236,31952418,Riley County,Kansas,2.46,75296,47.68079694
970,485045,20163,2306454196,11962259,Rooks County,Kansas,2.34,5118,2.218990522
971,485358,20165,1858997546,544720,Rush County,Kansas,2.16,3102,1.668641256
972,485046,20167,2295402861,34126776,Russell County,Kansas,2.3,6977,3.039553587
973,485047,20169,1865418118,2773261,Saline County,Kansas,2.41,54977,29.47167687
974,485048,20171,1858536840,306079,Scott County,Kansas,2.4,4949,2.662847404
975,485049,20173,2583469467,30141181,Sedgwick County,Kansas,2.58,512064,198.2078776
976,485050,20175,1656693358,1961444,Seward County,Kansas,3.03,22692,13.69716362
977,485051,20177,1408986296,30347279,Shawnee County,Kansas,2.41,178284,126.5335231
978,485052,20179,2320518307,647342,Sheridan County,Kansas,2.19,2506,1.079931148
979,485053,20181,2735193251,548248,Sherman County,Kansas,2.19,5966,2.181198713
980,484969,20183,2319241776,3884267,Smith County,Kansas,2.14,3663,1.579395489
981,485054,20185,2051389756,7435417,Stafford County,Kansas,2.26,4214,2.054217141
982,485055,20187,1762103390,178555,Stanton County,Kansas,2.52,2063,1.170759906
983,485056,20189,1883595654,464936,Stevens County,Kansas,2.92,5686,3.018694584
984,481812,20191,3060429574,8589030,Sumner County,Kansas,2.44,23208,7.583249161
985,485057,20193,2783425128,288241,Thomas County,Kansas,2.26,7824,2.810925259
986,485058,20195,2303727353,26281951,Trego County,Kansas,2.01,2858,1.240598197
987,485059,20197,2057320865,13845239,Wabaunsee County,Kansas,2.47,6888,3.348043622
988,485060,20199,2366348284,140936,Wallace County,Kansas,2.45,1575,0.665582497
989,485061,20201,2317418140,10139803,Washington County,Kansas,2.29,5525,2.384118733
990,485062,20203,1861078197,61987,Wichita County,Kansas,2.34,2143,1.151483051
991,485063,20205,1477382268,12052249,Wilson County,Kansas,2.28,8780,5.942943942
992,485064,20207,1289344336,19254559,Woodson County,Kansas,2.14,3170,2.458613973
993,485065,20209,392744972,11795997,Wyandotte County,Kansas,2.72,164345,418.4522062
994,516847,21001,1049691028,18403549,Adair County,Kentucky,2.55,19241,18.33015572
995,516848,21003,891838100,19482791,Allen County,Kentucky,2.67,20794,23.31589108
996,516849,21005,523492152,5593051,Anderson County,Kentucky,2.56,22214,42.43425602
997,516850,21007,639387454,69473325,Ballard County,Kentucky,2.58,8090,12.65273497
998,516851,21009,1262836934,32156337,Barren County,Kentucky,2.53,43680,34.5887888
999,516852,21011,722081431,13486211,Bath County,Kentucky,2.63,12268,16.98977355
1000,516853,21013,929966391,5321107,Bell County,Kentucky,2.4,27188,29.23546513
1001,516854,21015,637873416,26481570,Boone County,Kentucky,2.76,129095,202.3834146
1002,516855,21017,750439351,4829777,Bourbon County,Kentucky,2.45,20144,26.84294204
1003,516856,21019,414054109,5581075,Boyd County,Kentucky,2.45,48091,116.1466556
1004,516857,21021,467103890,6450693,Boyle County,Kentucky,2.45,29913,64.03928685
1005,516858,21023,525033512,16140319,Bracken County,Kentucky,2.45,8306,15.81994256
1006,516859,21025,1275352702,7384543,Breathitt County,Kentucky,2.4,13116,10.28421391
1007,516860,21027,1475790362,40965524,Breckinridge County,Kentucky,2.58,20080,13.60626856
1008,516861,21029,769306782,8374788,Bullitt County,Kentucky,2.69,79466,103.2955927
1009,516862,21031,1103571974,13943044,Butler County,Kentucky,2.51,12745,11.54886161
1010,516863,21033,893002030,8697603,Caldwell County,Kentucky,2.43,12727,14.25192729
1011,516864,21035,997223465,66475493,Calloway County,Kentucky,2.4,38776,38.88396268
1012,516865,21037,391966313,20930417,Campbell County,Kentucky,2.44,92267,235.395229
1013,516866,21039,490647249,24708003,Carlisle County,Kentucky,2.37,4841,9.866558938
1014,516867,21041,332995862,22648384,Carroll County,Kentucky,2.61,10711,32.16556487
1015,516868,21043,1060587166,6788532,Carter County,Kentucky,2.66,27290,25.73102982
1016,516869,21045,1150572365,3891526,Casey County,Kentucky,2.43,15796,13.72881922
1017,516870,21047,1858340853,16920660,Christian County,Kentucky,2.56,72263,38.88576193
1018,516871,21049,653935807,6915925,Clark County,Kentucky,2.46,35872,54.85553722
1019,516872,21051,1215472362,4752702,Clay County,Kentucky,2.51,20621,16.96542072
1020,516873,21053,510875184,21153253,Clinton County,Kentucky,2.62,10211,19.98726953
1021,516874,21055,932300422,28949527,Crittenden County,Kentucky,2.43,9083,9.742567724
1022,516875,21057,790453198,14793811,Cumberland County,Kentucky,2.39,6713,8.492596421
1023,516876,21059,1187227809,47086919,Daviess County,Kentucky,2.43,99937,84.17676813
1024,516877,21061,784468300,13258105,Edmonson County,Kentucky,2.4,12122,15.45250458
1025,516878,21063,606882493,2601649,Elliott County,Kentucky,2.39,7517,12.38625284
1026,516879,21065,655509930,6516335,Estill County,Kentucky,2.58,14313,21.8349095
1027,516880,21067,734615998,4922115,Fayette County,Kentucky,2.38,318734,433.8783812
1028,516881,21069,902727151,7182793,Fleming County,Kentucky,2.45,14479,16.03917638
1029,516882,21071,1018602077,6269564,Floyd County,Kentucky,2.38,36926,36.25164412
1030,516883,21073,538305649,10792955,Franklin County,Kentucky,2.32,50296,93.4339071
1031,516884,21075,533359369,64083923,Fulton County,Kentucky,2.29,6210,11.64318162
1032,516885,21077,254700877,16517492,Gallatin County,Kentucky,2.8,8703,34.16949365
1033,516886,21079,595952609,9958002,Garrard County,Kentucky,2.52,17328,29.0761375
1034,516887,21081,668162503,7238652,Grant County,Kentucky,2.77,24915,37.28883301
1035,516888,21083,1429043027,13029829,Graves County,Kentucky,2.53,37294,26.09718483
1036,516889,21085,1294806961,28747822,Grayson County,Kentucky,2.65,26178,20.21768556
1037,516890,21087,740863524,7102449,Green County,Kentucky,2.44,11023,14.87858376
1038,516891,21089,892153269,25883968,Greenup County,Kentucky,2.52,35765,40.08840324
1039,516892,21091,486072096,29041476,Hancock County,Kentucky,2.61,8719,17.93766824
1040,516893,21093,1614569777,17463238,Hardin County,Kentucky,2.56,108095,66.94972341
1041,516894,21095,1206496097,6011468,Harlan County,Kentucky,2.36,27134,22.48991942
1042,516895,21097,793603110,8982277,Harrison County,Kentucky,2.56,18668,23.5230933
1043,516896,21099,1068530028,13692536,Hart County,Kentucky,2.51,18627,17.43235989
1044,516897,21101,1130509783,76360655,Henderson County,Kentucky,2.42,46137,40.81079235
1045,516898,21103,741500261,12502017,Henry County,Kentucky,2.62,15814,21.32703228
1046,516899,21105,627487974,27882017,Hickman County,Kentucky,2.38,4568,7.279820792
1047,516900,21107,1403944002,31984819,Hopkins County,Kentucky,2.41,45664,32.52551379
1048,516901,21109,894051377,3407439,Jackson County,Kentucky,2.43,13373,14.95775337
1049,516902,21111,985970624,44026310,Jefferson County,Kentucky,2.42,767154,778.0698343
1050,516903,21113,445905428,6132005,Jessamine County,Kentucky,2.69,52422,117.5630452
1051,516904,21115,678485071,5623175,Johnson County,Kentucky,2.55,22843,33.66765309
1052,516905,21117,415125907,10401841,Kenton County,Kentucky,2.55,164688,396.7181937
1053,516906,21119,910427749,3453308,Knott County,Kentucky,2.33,15513,17.03924339
1054,516907,21121,1000523138,3743713,Knox County,Kentucky,2.51,31467,31.45054702
1055,516908,21123,677418613,5393926,Larue County,Kentucky,2.45,14156,20.89697527
1056,516909,21125,1124022105,25137944,Laurel County,Kentucky,2.61,60180,53.53987233
1057,516910,21127,1076387807,11582520,Lawrence County,Kentucky,2.63,15783,14.66293087
1058,516911,21129,540942077,6215038,Lee County,Kentucky,2.17,6751,12.48007927
1059,516912,21131,1038206077,9189732,Leslie County,Kentucky,2.41,10472,10.08662946
1060,516913,21133,875235570,2856320,Letcher County,Kentucky,2.27,22676,25.90845342
1061,516914,21135,1250548669,32481921,Lewis County,Kentucky,2.46,13490,10.78726509
1062,516915,21137,862060072,9192647,Lincoln County,Kentucky,2.49,24458,28.37157269
1063,516916,21139,810999185,75642139,Livingston County,Kentucky,2.32,9263,11.42171308
1064,516917,21141,1430224001,12479212,Logan County,Kentucky,2.51,26849,18.77258386
1065,516918,21143,553848615,110565603,Lyon County,Kentucky,2.12,8186,14.7802121
1066,516925,21145,644244453,50304950,McCracken County,Kentucky,2.3,65284,101.3342058
1067,516926,21147,1105416729,10730408,McCreary County,Kentucky,2.54,17635,15.95325956
1068,516927,21149,654038245,9609385,McLean County,Kentucky,2.42,9331,14.2667498
1069,516919,21151,1132729653,15306635,Madison County,Kentucky,2.5,89700,79.18923969
1070,516920,21153,798866699,1847045,Magoffin County,Kentucky,2.47,12666,15.85496055
1071,516921,21155,888463701,9891797,Marion County,Kentucky,2.47,19232,21.64635424
1072,516922,21157,780276602,100761082,Marshall County,Kentucky,2.28,31166,39.94224602
1073,516923,21159,594708799,2558132,Martin County,Kentucky,2.57,11919,20.04174147
1074,516924,21161,621924068,16281864,Mason County,Kentucky,2.51,17153,27.58053737
1075,516928,21163,791045869,49412185,Meade County,Kentucky,2.64,28326,35.80829015
1076,516929,21165,527283187,6084693,Menifee County,Kentucky,2.44,6405,12.14717282
1077,516930,21167,645065866,10998435,Mercer County,Kentucky,2.49,21516,33.35473342
1078,516931,21169,750182263,3996041,Metcalfe County,Kentucky,2.47,10004,13.33542593
1079,516932,21171,853220811,6801898,Monroe County,Kentucky,2.38,10634,12.4633622
1080,516933,21173,511132546,3856278,Montgomery County,Kentucky,2.61,27759,54.30880936
1081,516934,21175,987114215,6889932,Morgan County,Kentucky,2.35,13285,13.45842234
1082,516935,21177,1210451478,31188652,Muhlenberg County,Kentucky,2.67,31081,25.67719612
1083,516936,21179,1081354961,16997384,Nelson County,Kentucky,2.56,45388,41.97326654
1084,516937,21181,505465400,4302514,Nicholas County,Kentucky,2.6,7100,14.04646094
1085,516938,21183,1521059913,23162106,Ohio County,Kentucky,2.62,24071,15.82514916
1086,516939,21185,484947498,23812362,Oldham County,Kentucky,2.97,65374,134.8063456
1087,516940,21187,909365299,8129113,Owen County,Kentucky,2.72,10741,11.81153494
1088,516941,21189,511282852,2285942,Owsley County,Kentucky,2.63,4463,8.729023441
1089,516942,21191,717836416,12328249,Pendleton County,Kentucky,2.71,14520,20.2274497
1090,516943,21193,879807827,7546341,Perry County,Kentucky,2.35,26917,30.59418111
1091,516944,21195,2037621826,4756763,Pike County,Kentucky,2.3,60483,29.68313316
1092,516945,21197,463558543,2953581,Powell County,Kentucky,2.49,12321,26.57916715
